종목,티커,단타확률,중장기확률,단타정확도,중장기정확도,신호
신신제약,002800.KS,50.62,33.02,54.49,56.22,SELL
에스원,012750.KS,34.85,32.99,50.0,50.56,SELL
지니너스,389030.KS,48.78,32.95,50.96,55.88,BUY
케이씨티,089150.KS,71.71,32.94,52.68,55.97,SELL
제이씨현시스템,033320.KS,56.18,32.92,56.15,56.19,BUY
아스플로,159010.KS,57.14,32.91,49.06,48.72,SELL
교보16호스팩,482520.KS,37.45,32.9,85.05,74.26,WAIT
레인보우로보틱스,277810.KS,39.33,32.9,46.74,53.59,BUY
메가스터디교육,215200.KS,58.15,32.86,53.54,53.18,SELL
대호에이엘,069460.KS,73.19,32.78,51.9,55.86,SELL
플래스크,041590.KS,37.39,32.78,77.74,79.84,WAIT
오리온홀딩스,001800.KS,57.79,32.75,52.68,51.24,SELL
한미약품,128940.KS,49.62,32.69,53.02,48.54,SELL
오비고,352910.KS,42.29,32.69,55.52,53.5,SELL
비투엔,307870.KS,37.23,32.67,46.96,53.65,SELL
JW홀딩스,096760.KS,38.47,32.65,52.35,55.29,SELL
더네이쳐홀딩스,298540.KS,49.43,32.6,50.49,62.59,SELL
한화오션,042660.KS,37.52,32.59,50.0,48.09,SELL
현대바이오,048410.KS,73.19,32.59,53.69,49.21,BUY
LX홀딩스,383800.KS,48.09,32.57,56.23,54.57,SELL
세아홀딩스,058650.KS,39.61,32.57,54.36,49.66,SELL
아이큐어,175250.KS,42.6,32.56,64.45,56.62,WAIT
한솔테크닉스,004710.KS,39.03,32.54,51.57,58.56,SELL
공구우먼,366030.KS,42.1,32.52,49.3,41.22,SELL
케이옥션,102370.KS,47.18,32.51,54.92,50.0,SELL
드림텍,192650.KS,50.08,32.5,52.76,55.47,SELL
디비금융제13호스팩,489730.KS,56.6,32.48,53.49,46.25,BUY
재영솔루텍,049630.KS,64.0,32.45,55.15,53.15,SELL
위지트,036090.KS,49.98,32.45,56.49,59.57,SELL
에이프로,262260.KS,42.28,32.44,52.94,55.58,SELL
대아티아이,045390.KS,51.05,32.42,50.34,51.58,SELL
SKAI,357880.KS,64.44,32.35,55.63,63.28,BUY
네오리진,094860.KS,51.19,32.3,57.27,60.47,SELL
하나기술,299030.KS,37.8,32.27,50.52,49.73,SELL
일양약품,007570.KS,39.87,32.27,62.3,64.41,WAIT
삼영엠텍,054540.KS,71.18,32.25,49.78,49.1,SELL
케이엠,083550.KS,31.65,32.23,52.68,57.66,SELL
신한지주,055550.KS,39.08,32.2,51.79,51.58,SELL
E8,418620.KS,40.13,32.19,59.15,70.59,SELL
코아스템켐온,166480.KS,46.46,32.19,54.67,54.97,SELL
주연테크,044380.KS,49.74,32.05,55.37,63.85,SELL
파커스,065690.KS,59.09,32.05,54.59,52.14,SELL
SDN,099220.KS,32.35,31.99,57.72,58.45,SELL
코텍,052330.KS,61.54,31.98,55.59,48.09,SELL
이닉스,452400.KS,71.08,31.93,60.27,53.57,SELL
스톰테크,352090.KS,58.28,31.93,45.34,62.58,SELL
코스맥스비티아이,044820.KS,58.94,31.92,51.57,48.87,SELL
오토앤,353590.KS,77.11,31.88,57.77,66.9,SELL
한국가구,004590.KS,54.42,31.87,53.47,52.48,SELL
파인텍,131760.KS,63.34,31.83,57.98,50.72,SELL
나노실리칸첨단소재,286750.KS,41.76,31.82,57.98,56.38,SELL
KG케미칼,001390.KS,69.75,31.79,55.26,50.23,SELL
스테이지원엔터,078860.KS,51.69,31.78,61.97,52.03,SELL
무진메디,322970.KS,51.69,31.78,58.84,51.47,BUY
큐알티,405100.KS,24.43,31.74,53.97,45.06,SELL
손오공,066910.KS,38.64,31.73,51.23,51.46,SELL
글로벌에스엠,900070.KS,57.79,31.72,59.96,67.57,SELL
파인테크닉스,106240.KS,40.33,31.71,55.93,48.99,BUY
에이팩트,200470.KS,37.17,31.66,52.93,51.35,BUY
퀄리타스반도체,432720.KS,58.3,31.63,51.2,55.0,SELL
롯데쇼핑,023530.KS,57.91,31.57,53.02,57.09,SELL
모아텍,033200.KS,45.88,31.52,56.26,53.04,SELL
지오엘리먼트,311320.KS,50.05,31.52,55.31,56.07,SELL
쏘닉스,088280.KS,30.59,31.5,53.66,67.09,SELL
OCI,456040.KS,43.71,31.49,52.04,36.84,SELL
인스피언,465480.KS,39.51,31.46,57.89,66.29,SELL
현대ADM,187660.KS,32.33,31.45,49.56,52.66,BUY
케이카,381970.KS,68.29,31.36,48.58,41.16,SELL
영원무역,111770.KS,43.9,31.31,49.55,45.61,BUY
에이치엠넥스,036170.KS,51.45,31.25,57.16,55.86,BUY
제이케이시냅스,060230.KS,67.46,31.2,57.61,63.06,SELL
오상자이엘,053980.KS,47.33,31.19,55.7,57.66,SELL
일동제약,249420.KS,40.46,31.19,51.23,51.6,SELL
SKC,011790.KS,53.43,31.18,51.01,51.13,SELL
지엘팜텍,204840.KS,45.93,31.16,56.12,54.7,SELL
KR모터스,000040.KS,67.82,31.16,58.95,63.51,SELL
신진에스엠,138070.KS,43.11,31.14,52.24,58.33,SELL
크리스탈신소재,900250.KS,78.65,31.13,57.53,62.38,SELL
대양금속,009190.KS,60.14,31.13,57.61,56.64,SELL
무림페이퍼,009200.KS,34.94,31.12,55.03,52.36,BUY
한국자산신탁,123890.KS,35.23,31.11,52.98,49.43,BUY
바이온,032980.KS,29.91,31.07,67.79,68.92,WAIT
코윈테크,282880.KS,63.33,31.03,49.27,48.63,SELL
메디아나,041920.KS,49.27,31.02,55.37,57.77,SELL
엔지켐생명과학,183490.KS,48.47,31.0,55.15,50.68,SELL
국제약품,002720.KS,50.19,30.99,56.15,48.87,BUY
인스웨이브,450520.KS,60.26,30.99,51.46,63.25,SELL
프리시젼바이오,335810.KS,52.37,30.99,54.52,60.81,SELL
핸디소프트,220180.KS,56.31,30.97,54.8,63.23,BUY
삼기에너지솔루션즈,419050.KS,51.6,30.96,51.6,45.79,SELL
SV인베스트먼트,289080.KS,26.37,30.95,53.94,44.75,BUY
아이센스,099190.KS,49.03,30.93,53.24,50.23,SELL
파라택시스코리아,288330.KS,75.33,30.92,51.33,48.09,SELL
네오위즈홀딩스,042420.KS,69.54,30.87,54.36,48.31,SELL
모나미,005360.KS,40.92,30.84,53.69,57.21,SELL
평화홀딩스,010770.KS,41.32,30.81,53.36,48.76,BUY
TS트릴리온,317240.KS,31.43,30.73,69.74,67.75,SELL
컴투스홀딩스,063080.KS,51.62,30.69,55.26,56.64,SELL
크레버스,096240.KS,44.57,30.66,54.25,51.35,BUY
케이지에이,455180.KS,36.5,30.5,61.7,56.1,SELL
메디쎄이,200580.KS,28.9,30.49,61.21,57.18,SELL
센코,347000.KS,40.31,30.49,58.66,48.69,SELL
오성첨단소재,052420.KS,30.49,30.49,57.83,55.07,SELL
트윔,290090.KS,35.36,30.48,58.9,54.93,SELL
메타케어,118000.KS,58.96,30.46,58.95,57.55,BUY
유진증권,001200.KS,35.53,30.44,49.55,49.55,SELL
바이오텐,289170.KS,34.97,30.44,60.36,59.51,BUY
사피엔반도체,452430.KS,59.16,30.44,49.65,40.15,SELL
SJG세종,033530.KS,48.44,30.43,52.57,45.27,SELL
미래에셋증권,006800.KS,56.8,30.41,53.91,48.42,BUY
바디텍메드,206640.KS,34.07,30.37,54.35,54.68,SELL
아퓨어스,149300.KS,53.45,30.34,56.24,59.53,SELL
모아데이타,288980.KS,51.68,30.33,56.79,64.06,SELL
앱토크롬,109960.KS,74.83,30.27,55.15,66.1,SELL
코스텍시스,355150.KS,42.09,30.24,53.16,53.21,BUY
지노믹트리,228760.KS,52.62,30.24,52.99,49.35,SELL
휴네시온,290270.KS,54.56,30.2,52.9,50.64,SELL
진에어,272450.KS,55.47,30.19,57.0,54.04,SELL
대한전선,001440.KS,32.9,30.18,52.57,52.36,SELL
BGF,027410.KS,40.07,30.16,51.68,52.16,SELL
이엘씨,041520.KS,47.97,30.11,54.25,55.97,BUY
시지트로닉스,429270.KS,52.94,30.08,57.14,51.41,SELL
우원개발,046940.KS,66.17,30.01,52.68,56.08,BUY
나우로보틱스,459510.KS,87.24,30.0,60.0,38.78,SELL
위메이드맥스,101730.KS,43.66,29.97,55.82,55.41,SELL
핑거스토리,417180.KS,38.47,29.85,61.47,71.11,SELL
아이에스티이,212710.KS,26.59,29.85,61.11,51.52,SELL
뉴온,123840.KS,81.34,29.84,60.07,61.15,SELL
삼성카드,029780.KS,33.76,29.82,47.43,47.64,SELL
유틸렉스,263050.KS,31.53,29.76,59.16,68.34,BUY
코닉오토메이션,391710.KS,55.54,29.7,54.75,49.2,SELL
플럼라인생명과학,222670.KS,38.45,29.67,59.43,55.92,BUY
서연이화,200880.KS,44.69,29.66,52.72,52.02,SELL
나래나노텍,137080.KS,80.25,29.63,52.56,48.43,SELL
두산에너빌리티,034020.KS,59.2,29.61,50.56,47.3,SELL
자이글,234920.KS,36.33,29.6,61.13,54.44,WAIT
동구바이오제약,006620.KS,60.06,29.58,51.28,45.96,SELL
KBI동양철관,008970.KS,70.19,29.55,54.81,48.87,SELL
코아스,071950.KS,66.8,29.54,53.13,58.11,SELL
에스엘에스바이오,246250.KS,25.8,29.51,64.64,66.19,WAIT
에스엠씨지,460870.KS,69.5,29.5,55.22,86.89,SELL
태양3C,052960.KS,23.38,29.46,54.75,46.3,SELL
FSN,214270.KS,25.66,29.44,55.12,57.86,BUY
로보티즈,108490.KS,69.24,29.44,50.19,50.38,SELL
가이아코퍼레이션,296520.KS,50.96,29.43,71.88,64.52,SELL
엔에이치스팩31호,481890.KS,48.48,29.42,56.76,49.52,SELL
나노씨엠에스,247660.KS,41.86,29.42,52.63,66.01,SELL
뉴인텍,012340.KS,44.58,29.35,56.49,61.37,SELL
네오티스,085910.KS,62.73,29.34,53.36,46.17,BUY
다우기술,023590.KS,61.52,29.32,52.68,52.82,SELL
엔피,291230.KS,75.19,29.25,56.8,61.71,SELL
윈팩,097800.KS,47.68,29.17,53.02,60.25,SELL
진도,088790.KS,40.26,29.17,51.79,52.25,BUY
영화금속,012280.KS,50.63,29.16,54.92,49.66,BUY
ESR켄달스퀘어리츠,365550.KS,59.16,29.14,48.4,51.08,SELL
넥슨게임즈,225570.KS,37.39,29.13,51.84,54.37,SELL
에스에스알,275630.KS,59.29,29.12,56.34,53.85,SELL
와이씨켐,112290.KS,59.68,29.12,54.41,53.73,SELL
효성오앤비,097870.KS,45.7,29.09,52.57,57.32,SELL
에스디바이오센서,137310.KS,57.91,29.09,49.1,57.93,SELL
오리온,271560.KS,48.15,29.03,51.35,44.16,SELL
펌텍코리아,251970.KS,71.9,29.0,50.93,50.62,SELL
엠에스오토텍,123040.KS,56.62,28.96,55.48,58.22,BUY
토박스코리아,215480.KS,36.56,28.95,55.32,66.88,SELL
에이직랜드,445090.KS,66.89,28.93,56.79,52.87,SELL
질경이,233990.KS,52.67,28.85,61.91,52.92,BUY
한울앤제주,276730.KS,61.16,28.82,57.1,66.67,SELL
온타이드,005320.KS,51.91,28.75,56.94,59.12,BUY
메타랩스,090370.KS,62.4,28.71,53.91,61.6,SELL
유안타제17호스팩,493790.KS,48.44,28.71,66.67,57.97,BUY
한국첨단소재,062970.KS,49.47,28.61,53.11,55.18,SELL
SK리츠,395400.KS,46.61,28.59,48.45,50.32,BUY
애경산업,018250.KS,41.94,28.49,51.81,58.36,SELL
뱅크웨어글로벌,199480.KS,41.02,28.49,57.01,55.88,SELL
아이언디바이스,464500.KS,61.22,28.46,55.56,68.09,SELL
강동씨앤엘,198440.KS,59.28,28.45,55.27,55.66,SELL
이리츠코크렙,088260.KS,67.44,28.4,52.86,54.23,SELL
웹스,196700.KS,36.54,28.35,52.54,49.02,SELL
교촌에프앤비,339770.KS,54.81,28.33,53.91,53.56,SELL
AP시스템,265520.KS,64.12,28.31,52.39,49.14,SELL
유라테크,048430.KS,62.27,28.21,55.7,54.73,SELL
NPX,222160.KS,16.01,28.2,86.01,85.2,WAIT
이스트아시아홀딩스,900110.KS,75.53,28.19,64.77,74.21,SELL
HDC현대산업개발,294870.KS,42.48,28.15,51.51,48.03,SELL
시지메드텍,056090.KS,32.02,28.1,73.71,71.62,BUY
한섬,020000.KS,36.42,28.04,54.7,50.11,BUY
스코넥,276040.KS,71.51,28.01,59.86,57.29,SELL
와이지-원,019210.KS,77.46,27.99,55.03,55.97,SELL
엔시트론,101400.KS,58.65,27.96,58.28,51.13,BUY
푸른기술,094940.KS,50.91,27.89,53.02,59.57,SELL
큐라클,365270.KS,37.79,27.81,49.55,39.14,BUY
삼화전기,009470.KS,55.37,27.79,56.49,53.15,SELL
캔버스엔,210120.KS,66.63,27.69,55.49,54.91,SELL
파미셀,005690.KS,33.62,27.65,53.13,52.36,SELL
대동스틸,048470.KS,36.53,27.54,51.9,47.86,SELL
녹십자웰빙,234690.KS,34.15,27.53,52.47,60.57,SELL
오킨스전자,080580.KS,44.83,27.52,55.26,51.6,SELL
율촌,146060.KS,64.64,27.5,54.86,52.66,SELL
이엔셀,456070.KS,43.47,27.44,49.52,46.46,SELL
CSA 코스믹,083660.KS,32.0,27.43,56.04,52.25,SELL
오픈놀,440320.KS,62.12,27.42,55.03,58.7,SELL
SG글로벌,001380.KS,78.24,27.4,53.58,48.09,SELL
제이엠멀티,254160.KS,76.28,27.39,63.82,49.66,BUY
KISCO홀딩스,001940.KS,42.71,27.37,49.22,53.04,BUY
체시스,033250.KS,39.56,27.36,55.03,52.93,SELL
에이리츠,140910.KS,5.5,27.36,80.98,78.38,WAIT
KCC건설,021320.KS,36.56,27.34,54.47,52.93,SELL
에이펙스인텍,207490.KS,7.87,27.33,91.12,66.92,BUY
아하,102950.KS,38.18,27.14,58.37,64.32,SELL
HK이노엔,195940.KS,61.16,27.1,51.67,47.22,SELL
인터로이드,311960.KS,55.58,27.1,58.37,59.47,SELL
JTC,950170.KS,47.92,27.1,52.26,48.6,SELL
유니켐,011330.KS,48.54,27.04,53.58,52.25,SELL
뉴엔AI,463020.KS,36.13,27.0,51.16,75.68,SELL
아이윈,090150.KS,63.15,26.98,53.13,53.04,BUY
진원생명과학,011000.KS,55.98,26.92,54.7,60.81,SELL
에이텍모빌리티,224110.KS,42.83,26.87,53.06,55.31,SELL
바스칸바이오제약,354390.KS,49.96,26.85,69.23,59.84,SELL
삼영에스앤씨,361670.KS,24.83,26.82,52.89,63.24,SELL
유진스팩10호,468760.KS,50.21,26.81,63.83,58.52,BUY
브이티,018290.KS,71.53,26.79,52.8,51.01,SELL
에스에이엠티,031330.KS,58.66,26.7,51.79,52.03,SELL
볼빅,206950.KS,1.0,26.61,74.97,72.05,WAIT
위메이드플레이,123420.KS,72.91,26.6,53.58,56.08,SELL
조이시티,067000.KS,76.8,26.6,56.04,52.36,SELL
일월지엠엘,178780.KS,29.34,26.59,83.97,86.58,SELL
샤페론,378800.KS,36.11,26.58,55.37,58.05,SELL
에코프로비엠,247540.KS,52.13,26.55,51.76,46.53,SELL
모니터랩,434480.KS,76.32,26.54,54.55,60.94,SELL
큐라티스,348080.KS,26.88,26.53,49.74,47.59,BUY
케이엔에스,432470.KS,29.32,26.5,44.59,60.53,SELL
오리엔탈정공,014940.KS,49.13,26.49,50.67,46.96,SELL
경남제약,053950.KS,44.66,26.48,59.17,57.66,BUY
제너셈,217190.KS,55.94,26.48,54.33,53.57,SELL
교보17호스팩,489210.KS,14.86,26.43,65.52,54.88,SELL
삼일씨엔에스,004440.KS,50.0,26.41,55.45,55.91,SELL
대성산업,128820.KS,46.41,26.38,53.36,50.23,BUY
자이언트스텝,289220.KS,42.13,26.37,51.68,61.65,SELL
비엘팜텍,065170.KS,52.37,26.33,57.38,53.04,SELL
EMB,278990.KS,34.24,26.3,64.14,59.37,BUY
F&F,383220.KS,68.35,26.28,52.89,50.88,SELL
와이즈넛,096250.KS,38.5,26.25,52.0,43.48,SELL
삼지전자,037460.KS,70.58,26.25,53.02,44.48,SELL
매일유업,267980.KS,38.14,26.24,53.29,53.96,SELL
씨에스베어링,297090.KS,42.06,26.15,52.74,58.54,SELL
지앤이헬스케어,299480.KS,73.5,26.14,58.57,52.17,SELL
한싹,430690.KS,59.65,26.11,54.97,72.73,SELL
루미르,474170.KS,87.79,26.0,46.81,48.31,SELL
스타플렉스,115570.KS,44.09,25.95,55.03,58.33,SELL
서원인텍,093920.KS,54.96,25.89,57.72,52.7,SELL
딥노이드,315640.KS,32.98,25.88,51.52,57.76,SELL
코난테크놀로지,402030.KS,41.57,25.79,59.92,49.03,SELL
신화콘텍,187270.KS,66.26,25.69,53.66,53.45,SELL
신한글로벌액티브리츠,481850.KS,71.31,25.69,51.72,82.88,SELL
방림,003610.KS,41.53,25.68,49.22,45.5,SELL
SK증권제10호스팩,457940.KS,40.97,25.53,72.78,57.14,SELL
유에스티,263770.KS,54.51,25.46,55.78,51.32,SELL
카카오페이,377300.KS,38.14,25.37,49.04,44.3,SELL
쿠콘,294570.KS,53.54,25.32,54.13,52.46,SELL
미래나노텍,095500.KS,71.3,25.27,51.34,51.69,SELL
크레오에스지,040350.KS,43.18,25.14,57.16,52.93,SELL
서울반도체,046890.KS,36.48,25.09,52.46,46.51,BUY
바이오노트,377740.KS,28.41,25.09,50.44,50.9,SELL
삼미금속,012210.KS,65.09,25.07,66.83,47.15,SELL
지역난방공사,071320.KS,61.09,25.07,52.46,47.86,SELL
삼성E&A,028050.KS,53.77,25.0,52.13,52.48,SELL
이노뎁,303530.KS,52.17,24.99,51.76,55.69,SELL
나이스디앤비,130580.KS,44.62,24.96,54.14,57.88,SELL
뉴트리,270870.KS,48.03,24.96,53.04,49.04,SELL
링크드,193250.KS,65.87,24.95,54.22,50.25,SELL
동인기연,111380.KS,50.64,24.9,55.28,60.65,SELL
위월드,140660.KS,35.53,24.9,72.39,57.51,BUY
형지I&C,011080.KS,88.16,24.79,56.04,64.64,SELL
이수페타시스,007660.KS,31.58,24.71,53.02,48.54,BUY
코미팜,041960.KS,23.38,24.66,56.49,53.72,BUY
나눔테크,244880.KS,32.04,24.6,64.19,50.5,BUY
네오크레마,311390.KS,45.79,24.55,53.26,50.53,SELL
BNK금융지주,138930.KS,55.91,24.41,47.76,48.65,SELL
액토즈소프트,052790.KS,56.05,24.4,54.14,57.21,SELL
한텍,098070.KS,37.5,24.37,40.62,40.68,SELL
그린케미칼,083420.KS,65.22,24.33,51.01,56.19,SELL
이수화학,005950.KS,51.98,24.21,54.92,50.34,SELL
삼성바이오로직스,207940.KS,50.67,24.14,49.48,51.63,SELL
청담글로벌,362320.KS,61.28,24.13,53.53,57.2,SELL
글로벌텍스프리,204620.KS,73.2,24.08,51.27,48.05,SELL
셀레믹스,331920.KS,58.13,24.03,50.37,52.41,BUY
플레이그램,009810.KS,35.8,24.02,58.17,54.84,SELL
압타바이오,293780.KS,22.88,23.99,52.65,49.38,SELL
에이디테크놀로지,200710.KS,49.53,23.97,50.85,44.47,BUY
한전KPS,051600.KS,33.47,23.96,52.46,51.91,SELL
케이이엠텍,106080.KS,34.82,23.75,64.32,69.37,SELL
로지시스,067730.KS,64.24,23.71,52.97,60.81,SELL
씨아이에스,222080.KS,57.27,23.68,52.93,50.72,BUY
슈어소프트테크,298830.KS,60.36,23.65,53.47,44.9,SELL
넵튠,217270.KS,46.06,23.59,52.87,59.46,SELL
샌즈랩,411080.KS,69.24,23.57,52.53,39.34,SELL
미래엔에듀파트너,208890.KS,3.34,23.56,89.99,68.76,WAIT
HB테크놀러지,078150.KS,40.19,23.53,53.13,50.45,SELL
오뚜기,007310.KS,53.74,23.53,55.26,48.54,SELL
한국정밀기계,101680.KS,59.73,23.49,61.74,65.77,SELL
코츠테크놀로지,448710.KS,28.31,23.49,51.93,50.86,BUY
국전약품,307750.KS,66.27,23.46,53.52,59.92,BUY
메디젠휴먼케어,236340.KS,69.84,23.33,55.42,60.66,SELL
아이로보틱스,066430.KS,56.85,23.33,52.8,55.86,SELL
라닉스,317120.KS,60.4,23.31,57.02,61.85,SELL
씨앤에스링크,245450.KS,17.0,23.29,64.27,53.7,SELL
아티스트컴퍼니,321820.KS,62.47,23.22,53.8,56.08,SELL
DB,012030.KS,45.43,23.18,53.58,47.64,BUY
미래반도체,254490.KS,46.93,23.13,53.85,43.72,BUY
THE E&M,089230.KS,34.5,22.91,56.94,65.54,BUY
서남,294630.KS,18.27,22.87,54.67,47.58,SELL
KT밀리의서재,418470.KS,43.42,22.82,56.73,64.85,SELL
SK네트웍스,001740.KS,24.77,22.81,52.46,51.24,SELL
데이원컴퍼니,373160.KS,48.33,22.78,57.33,69.57,SELL
브이원텍,251630.KS,56.17,22.76,49.68,47.6,SELL
윙스풋,335870.KS,52.45,22.74,58.06,52.8,SELL
쓰리에이로직스,177900.KS,73.3,22.64,58.02,60.0,SELL
씨엑스아이,900120.KS,75.13,22.58,63.65,68.47,SELL
스튜디오미르,408900.KS,73.29,22.54,55.71,64.32,SELL
솔트룩스,304100.KS,50.67,22.54,48.89,52.12,SELL
한글과컴퓨터,030520.KS,38.28,22.52,55.82,53.6,SELL
한국비티비,219750.KS,30.01,22.48,88.89,91.76,SELL
피엔티,137400.KS,63.13,22.47,53.36,53.6,SELL
탑선,180060.KS,36.49,22.41,58.46,60.53,BUY
더코디,224060.KS,43.85,22.36,55.85,59.29,SELL
앱클론,174900.KS,38.08,22.35,50.32,51.48,BUY
도부,227420.KS,52.96,22.33,82.51,77.07,SELL
특수건설,026150.KS,42.03,22.32,55.26,52.7,SELL
제이엘케이,322510.KS,28.51,22.27,55.41,57.72,SELL
신성에스티,416180.KS,40.63,22.13,54.17,53.09,SELL
피노,033790.KS,41.6,22.02,64.88,59.23,SELL
쎄크,081180.KS,55.6,22.0,60.71,41.18,SELL
유진스팩11호,488060.KS,21.5,21.94,64.13,41.86,BUY
티앤엘,340570.KS,52.55,21.92,57.7,46.42,SELL
서연,007860.KS,49.89,21.81,54.03,49.89,SELL
케이피에프,024880.KS,36.51,21.74,52.24,53.15,SELL
HD현대,267250.KS,41.65,21.71,52.88,44.58,BUY
아이엘,307180.KS,33.54,21.7,54.77,41.31,BUY
진영,285800.KS,28.89,21.7,60.0,60.0,SELL
블랙야크아이앤씨,478560.KS,64.11,21.53,48.0,80.0,SELL
엑스큐어,070300.KS,54.14,21.42,53.69,52.03,SELL
오상헬스케어,036220.KS,42.24,21.38,54.56,54.02,SELL
범한퓨얼셀,382900.KS,76.13,21.36,50.56,40.61,SELL
신성델타테크,065350.KS,58.06,21.28,52.91,49.44,SELL
라온로보틱스,232680.KS,48.7,21.27,54.83,49.86,SELL
아시아나IDT,267850.KS,62.23,21.24,52.26,55.34,SELL
DYP,092780.KS,60.96,21.15,53.67,51.85,SELL
블루엠텍,439580.KS,70.22,21.09,66.03,60.67,SELL
와이제이링크,209640.KS,52.07,21.07,57.89,44.94,SELL
DRB동일,004840.KS,61.21,21.02,54.59,54.28,SELL
동국산업,005160.KS,40.07,21.02,50.67,47.3,SELL
엠브레인,169330.KS,39.6,21.02,56.07,62.07,SELL
제노코,361390.KS,65.59,21.01,49.44,48.58,SELL
라온피플,300120.KS,35.93,20.95,56.03,51.53,SELL
자화전자,033240.KS,53.51,20.91,54.92,49.89,SELL
유니드비티플러스,446070.KS,29.97,20.9,57.08,53.51,SELL
명신산업,009900.KS,44.08,20.88,51.19,46.79,BUY
다이나믹디자인,145210.KS,57.86,20.84,55.56,59.3,SELL
알리코제약,260660.KS,58.63,20.74,56.05,53.18,SELL
아이크래프트,052460.KS,59.62,20.72,55.48,52.7,SELL
대한제강,084010.KS,71.12,20.64,52.57,43.81,SELL
위지윅스튜디오,299900.KS,53.89,20.57,52.86,53.37,SELL
유디엠텍,389680.KS,39.86,20.5,55.68,57.32,SELL
미투온,201490.KS,89.05,20.45,52.48,63.14,SELL
팜스코,036580.KS,42.15,20.43,55.48,53.72,SELL
두올,016740.KS,50.25,20.35,50.71,53.31,SELL
한국유니온제약,080720.KS,43.03,20.3,81.59,78.65,WAIT
금호에이치티,214330.KS,49.07,20.29,56.84,61.04,SELL
모비데이즈,363260.KS,24.75,20.01,48.63,52.22,SELL
시선AI,340810.KS,60.8,19.91,53.03,65.62,SELL
소룩스,290690.KS,35.14,19.81,52.07,54.74,SELL
SK증권제13호스팩,473950.KS,25.89,19.78,70.27,52.38,SELL
코웨이,021240.KS,48.16,19.64,53.02,50.45,SELL
타스컴,336040.KS,21.82,19.57,61.98,54.79,BUY
디어유,376300.KS,53.8,19.56,57.88,50.82,SELL
꿈비,407400.KS,65.95,19.47,64.68,65.73,SELL
이노시뮬레이션,274400.KS,68.61,19.45,61.7,67.76,SELL
우수AMS,066590.KS,64.83,19.41,54.47,51.13,SELL
PKC,001340.KS,48.12,19.29,62.75,60.7,SELL
엑시큐어하이트론,019490.KS,0.74,19.15,72.93,74.1,WAIT
로스웰,900260.KS,29.49,19.08,53.68,52.64,BUY
에이에프더블류,312610.KS,79.45,19.07,51.03,55.62,SELL
아이엠지티,456570.KS,27.13,18.92,51.08,47.78,BUY
포바이포,389140.KS,41.3,18.9,50.36,56.83,SELL
대진첨단소재,393970.KS,10.45,18.89,59.7,82.26,SELL
이노스페이스,462350.KS,90.46,18.88,56.9,45.45,SELL
이엠코리아,095190.KS,56.28,18.82,55.37,52.93,SELL
에이프릴바이오,397030.KS,51.32,18.79,52.33,46.43,SELL
SK증권제11호스팩,472230.KS,21.69,18.76,66.43,39.26,BUY
비유테크놀러지,230980.KS,0.92,18.76,86.32,82.62,WAIT
종근당,185750.KS,51.84,18.7,53.69,55.97,SELL
워트,396470.KS,63.43,18.68,59.04,59.38,SELL
노브랜드,145170.KS,37.92,18.63,58.87,73.73,SELL
팜스빌,318010.KS,41.28,18.61,57.67,59.17,SELL
솔트웨어,328380.KS,69.61,18.57,55.88,54.68,SELL
네오펙트,290660.KS,34.71,18.57,55.01,58.89,SELL
인터로조,119610.KS,56.63,18.55,66.67,37.05,SELL
정원엔시스,045510.KS,46.48,18.53,57.27,56.98,SELL
씨알푸드,236030.KS,10.88,18.44,66.11,49.41,BUY
라온텍,418420.KS,38.58,18.39,55.87,33.82,SELL
캐스텍코리아,071850.KS,46.36,18.29,55.05,56.26,SELL
대신밸런스제17호스팩,471050.KS,47.19,18.27,63.51,56.34,SELL
캐프,198080.KS,58.53,18.26,51.38,55.61,SELL
아스타,246720.KS,38.05,18.24,50.69,55.49,SELL
티디에스팜,464280.KS,52.44,18.08,51.43,68.0,SELL
디비금융스팩12호,477760.KS,31.71,18.04,67.23,25.66,BUY
달바글로벌,483650.KS,75.67,18.0,46.15,23.91,SELL
미트박스,475460.KS,65.39,17.84,44.0,49.28,SELL
성일하이텍,365340.KS,30.81,17.8,50.39,42.86,SELL
한국기업평가,034950.KS,55.33,17.75,53.8,49.66,SELL
코어라인소프트,384470.KS,50.71,17.69,58.38,67.07,SELL
컨텍,451760.KS,57.56,17.38,47.24,52.23,SELL
빛과전자,069540.KS,62.18,17.26,54.7,51.46,SELL
나우IB,293580.KS,44.07,16.91,56.85,53.46,BUY
HPSP,403870.KS,87.05,16.89,49.81,53.33,SELL
에코프로,086520.KS,62.34,16.76,52.91,52.36,SELL
포스뱅크,105760.KS,51.82,16.73,55.78,73.05,SELL
인바이오,352940.KS,25.2,16.72,52.38,61.83,SELL
비덴트,121800.KS,1.21,16.65,90.83,90.88,WAIT
켄코아에어로스페이스,274090.KS,46.16,16.6,49.31,55.68,SELL
머큐리,100590.KS,54.4,16.57,52.95,53.65,SELL
나라셀라,405920.KS,46.18,16.51,50.77,51.85,SELL
원일티엔아이,136150.KS,37.5,16.5,62.96,61.22,SELL
에스엔시스,0008Z0.KS,51.0,16.5,52.94,50.0,SELL
뉴로핏,380550.KS,67.5,16.5,56.41,63.64,SELL
SK증권제12호스팩,473000.KS,31.19,16.35,71.65,56.56,BUY
